HS - Combined  Product Code,HS - Combined  Product Description,CCCN Product Code,CCCN Product Description
903082,(1996-) For measuring or checking semiconductor wafers or devices,9028C,Other elctronic measures etc equipments
903083,"(1996-2006) Other, with a recording device",9028C,Other elctronic measures etc equipments
903089,Other,9028C,Other elctronic measures etc equipments
903090,Parts and accessories,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
903110,Machines for balancing mechanical parts,9016A,"Measurng,drawng etc instruments"
903120,Test benches,9016A,"Measurng,drawng etc instruments"
903130,(-2006) Profile projectors,9016A,"Measurng,drawng etc instruments"
903140,"(-1995) Optical instruments and appliances, nes",9016A,"Measurng,drawng etc instruments"
903141,(1996-) For inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices,9016A,"Measurng,drawng etc instruments"
903149,(1996-) Other,9016A,"Measurng,drawng etc instruments"
903180,"Other instruments, appliances and machines",9016A,"Measurng,drawng etc instruments"
903190,Parts and accessories,9016B,Parts nes of instruments of 87421
903210,Thermostats,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903220,Manostats,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903281,Hydraulic or pneumatic,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903289,Other,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903290,Parts and accessories,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903300,"Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90.",9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
910111,With mechanical display only,9101,Pocket-watches
910112,(-2006) With optoelectronic display only,9101,Pocket-watches
910119,Other,9101,Pocket-watches
910121,With automatic winding,9101,Pocket-watches
910129,Other,9101,Pocket-watches
910191,Electrically operated,9101,Pocket-watches
910199,Other,9101,Pocket-watches
910211,With mechanical display only,9101,Pocket-watches
910212,With optoelectronic display only,9101,Pocket-watches
910219,Other,9101,Pocket-watches
910221,With automatic winding,9101,Pocket-watches
910229,Other,9101,Pocket-watches
910291,Electrically operated,9101,Pocket-watches
910299,Other,9101,Pocket-watches
910310,Electrically operated,9102,Clocks with watch movements
910390,Other,9102,Clocks with watch movements
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels.",9103,Instrument panel clocks
910511,Electrically operated,9104,Other clocks
910519,Other,9104,Other clocks
910521,Electrically operated,9104,Other clocks
910529,Other,9104,Other clocks
910591,Electrically operated,9104,Other clocks
910599,Other,9104,Other clocks
910610,Timeregisters; timerecorders,9105,Time of day recording apparatus
910620,(-2006) Parking meters,9105,Time of day recording apparatus
910690,Other,9105,Time of day recording apparatus
910700,Time switches with clock or watch movement or with synchronous motor.,9106,Time switches with clock or watch movement
910811,With mechanical display only or with a device to which a mechanical display can be incorporated,9107,Watch movements assembled
910812,With optoelectronic display only,9107,Watch movements assembled
910819,Other,9107,Watch movements assembled
910820,With automatic winding,9107,Watch movements assembled
910890,(2002-) Other,9107,Watch movements assembled
910891,(-2001) Other :-- Measuring 33.8 mm or less,9107,Watch movements assembled
910899,(-2001) Other,9107,Watch movements assembled
910911,Of alarm clocks,9108,Clock movements assembled
910919,Other,9108,Clock movements assembled
910990,Other,9108,Clock movements assembled
911011,"Complete movements, unassembled or partly assembled (movement sets)",9111,Other clock and watch parts
911012,"Incomplete movements, assembled",9111,Other clock and watch parts
911019,Rough movements,9111,Other clock and watch parts
911090,Other,9111,Other clock and watch parts
911110,Cases of precious metal or of metal clad with precious metal,9109,"Watch cases,case parts"
911120,"Cases of base metal, whether or not gold or silverplated",9109,"Watch cases,case parts"
911180,Other cases,9109,"Watch cases,case parts"
911190,Parts,9109,"Watch cases,case parts"
911210,(-2001) Cases of metal,9110,"Clock cases,case parts"
911220,(2002-) Cases,9110,"Clock cases,case parts"
911280,(-2001) Other cases,9110,"Clock cases,case parts"
911290,Parts,9110,"Clock cases,case parts"
911310,Of precious metal or of metal clad with precious metal,7112,Precious metal jewellery
911320,"Of base metal, whether or not gold or silverplated",7112,Precious metal jewellery
911390,Other,7115,Articles of pearls
911410,"Springs, including hairsprings",9111,Other clock and watch parts
911420,Jewels,9111,Other clock and watch parts
911430,Dials,9111,Other clock and watch parts
911440,Plates and bridges,9111,Other clock and watch parts
911490,Other,9111,Other clock and watch parts
920110,Upright pianos,9201,Keyboard stringed musical instruments
920120,Grand pianos,9201,Keyboard stringed musical instruments
920190,Other,9201,Keyboard stringed musical instruments
920210,Played with a bow,9202,Other stringed musical instruments
920290,Other,9202,Other stringed musical instruments
920300,(-2006) Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds.,9203,Pipe and reed organs
920410,(-2006) Accordions and similar instruments,9204,Accordions and similar instruments
920420,(-2006) Mouth organs,9204,Accordions and similar instruments
920510,Brasswind instruments,9205,Other wind musical instruments
920590,Other,9205,Other wind musical instruments
920600,"Percussion musical instruments (for example, drums, xylophones, cymbals, castanets, maracas).",9206,Percussion musical instruments
920710,"Keyboard instruments, other than accordions",9207,Electro-magnetic musical instruments
920790,Other,9207,Electro-magnetic musical instruments
920810,Musical boxes,9208,Musical instruments not falling within any other heading
920890,Other,9208,Musical instruments not falling within any other heading
920910,"(-2006) Metronomes, tuning forks and pitch pipes",9210,Parts of musical instruments
920920,(-2006) Mechanisms for musical boxes,9210,Parts of musical instruments
920930,Musical instrument strings,9210,Parts of musical instruments
920991,Parts and accessories for pianos,9210,Parts of musical instruments
920992,Parts and accessories for the musical instruments of heading 92.02,9210,Parts of musical instruments
920993,(-2006) Parts and accessories for the musical instruments of heading 92.03,9210,Parts of musical instruments
920994,Parts and accessories for the musical instruments of heading 92.07,9210,Parts of musical instruments
920999,Other,9210,Parts of musical instruments
930100,"(-2001) Military weapons, other than revolvers, pistols an",9303,Military firearms nes
930111,(2002-) Selfpropelled,9303,Military firearms nes
930119,(2002-) Other,9303,Military firearms nes
930120,(2002-) Rocket launchers; flamethrowers; grenade launchers; torpedo tubes and similar projectors,9303,Military firearms nes
930190,(2002-) Other,9303,Military firearms nes
930200,"Revolvers and pistols, other than those of heading 93.03 or 93.04.",9302,Revolvers and pistols
930310,Muzzleloading firearms,9304,Non-military firearms
930320,"Other sporting, hunting or targetshooting shotguns, including combination shotgunrifles",9304,Non-military firearms
930330,"Other sporting, hunting or targetshooting rifles",9304,Non-military firearms
930390,Other,9304,Non-military firearms
930400,"Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.",9305,"Airguns,truncheons,etc"
930510,Of revolvers or pistols,9306,Parts of arms nes
930521,Shotgun barrels,9306,Parts of arms nes
930529,Other,9306,Parts of arms nes
930590,(-2001) Other,9306,Parts of arms nes
930591,(2002-) Of military weapons of heading 93.01,9306,Parts of arms nes
930599,(2002-) Other,9306,Parts of arms nes
930610,(-2006) Cartridges for riveting or similar tools or for captivebolt humane killers and parts thereof,9307B,Ammunition nes
930621,Cartridges,9307A,"Hunting,sporting ammunition"
930629,Other,9307A,"Hunting,sporting ammunition"
930630,Other cartridges and parts thereof,9307A,"Hunting,sporting ammunition"
930690,Other,9307B,Ammunition nes
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor.",9301,Sidearms and parts nes
940110,Seats of a kind used for aircraft,9401A,Chairs and other seats
940120,Seats of a kind used for motor vehicles,9401A,Chairs and other seats
940130,Swivel seats with variable height adjustment,9401A,Chairs and other seats
940140,"Seats other than garden seats or camping equipment, convertible into beds",9401A,Chairs and other seats
940150,"(-2006) Seats of cane, osier, bamboo or similar materials",9401A,Chairs and other seats
940161,Upholstered,9401A,Chairs and other seats
940169,Other,9401A,Chairs and other seats
940171,Upholstered,9401A,Chairs and other seats
940179,Other,9401A,Chairs and other seats
940180,Other seats,9401A,Chairs and other seats
940190,Parts,9401B,Parts nes of chairs etc
940210,"Dentists', barbers' or similar chairs and parts thereof",9402,"Medical furniture,parts"
940290,Other,9402,"Medical furniture,parts"
940310,Metal furniture of a kind used in offices,9403A,Metal furniture nes
940320,Other metal furniture,9403A,Metal furniture nes
940330,Wooden furniture of a kind used in offices,9403B,Wood  furniture nes
940340,Wooden furniture of a kind used in the kitchen,9403B,Wood  furniture nes
940350,Wooden furniture of a kind used in the bedroom,9403B,Wood  furniture nes
940360,Other wooden furniture,9403B,Wood  furniture nes
940370,Furniture of plastics,9403C,"Othr furniture,furniture parts nes"
940380,"(-2006) Furniture of other materials, including cane, osier, bamboo or similar materials",9403C,"Othr furniture,furniture parts nes"
940390,Parts,9403C,"Othr furniture,furniture parts nes"
940410,Mattress supports,9404,Articles of bedding
940421,"Of cellular rubber or plastics, whether or not covered",9404,Articles of bedding
940429,Of other materials,9404,Articles of bedding
940430,Sleeping bags,9404,Articles of bedding
940490,Other,9404,Articles of bedding
940510,"Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares",8307,"Lamps,fittings base metal"
940520,"Electric table, desk, bedside or floorstanding lamps",8307,"Lamps,fittings base metal"
940530,Lighting sets of a kind used for Christmas trees,9705,"Carnival articles, entertainment articles"
940540,Other electric lamps and lighting fittings,8307,"Lamps,fittings base metal"
940550,Nonelectrical lamps and lighting fittings,8307,"Lamps,fittings base metal"
940560,"Illuminated signs, illuminated nameplates and the like",7014,Illuminating glassware
940591,Of glass,7014,Illuminating glassware
940592,Of plastics,3907F,Plastic electric lighting articles
940599,Other,7014,Illuminating glassware
940600,Prefabricated buildings.,4423,Builders' carpentry and joinery
950100,"(-2006) Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",9701,Large size wheeled toys
950210,"(-2006) Dolls, whether or not dressed",9702,Dolls
950291,"(-2006) Garments and accessories therefor, footwear and headgear",9702,Dolls
950299,(-2006) Other,9702,Dolls
950310,"(-2006) Electric trains, including tracks, signals and other accessories therefor",9703,Other toys
950320,"(-2006) Reducedsize (scale) model assembly kits, whether or not working models, excluding those of subheading 9503.10",9703,Other toys
950330,(-2006) Other construction sets and constructional toys,9703,Other toys
