HS 1988/92 Product Code,HS 1988/92 Product Description,CPC Product Code,CPC Product Description
310559,Mineral or chemical fertilizers with nitrogen a,34619,Fertilizers n.e.c.
310560,Mineral or chemical fertilizers with phosphorus,34619,Fertilizers n.e.c.
310590,"Other fertilizers, nes",34619,Fertilizers n.e.c.
320110,Quebracho extract,3432,"Tanning extracts of vegetable origin; tannins and their salts, ethers,"
320120,Wattle extract,3432,"Tanning extracts of vegetable origin; tannins and their salts, ethers,"
320130,Oak or chestnut extract,3432,"Tanning extracts of vegetable origin; tannins and their salts, ethers,"
320190,Tanning extracts of vegetable origin; tannins a,3432,"Tanning extracts of vegetable origin; tannins and their salts, ethers,"
320210,Synthetic organic tanning substances,3433,Synthetic organic tanning substances; inorganic tanning substances;
320290,Inorganic tanning substances; tanning preparati,3433,Synthetic organic tanning substances; inorganic tanning substances;
320300,"Colouring matter of vegetable or animal origin,",3432,"Tanning extracts of vegetable origin; tannins and their salts, ethers,"
320411,Disperse dyes and preparations based thereon,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320412,Acid dyes and preparations; mordant dyes and pr,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320413,Basic dyes and preparations based thereon,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320414,Direct dyes and preparations based thereon,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320415,Vat dyes and preparations based thereon,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320416,Reactive dyes and preparations based thereon,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320417,Pigments and preparations based thereon,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320419,Synthetic organic colouring matter and preparat,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320420,Synthetic organic products used as fluorescent,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320490,Synthetic organic products used as luminophores,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320500,Colour lakes; preparations based on colour lake,3431,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a
320610,Pigments and preparations based on titanium dio,3434,Colouring matter n.e.c.; inorganic products of a kind used as luminophores
320620,Pigments and preparations based on chromium com,3434,Colouring matter n.e.c.; inorganic products of a kind used as luminophores
320630,Pigments and preparations based on cadminum com,3434,Colouring matter n.e.c.; inorganic products of a kind used as luminophores
320641,Ultramarine and preparations based thereon,3434,Colouring matter n.e.c.; inorganic products of a kind used as luminophores
320642,Lithopone and other pigments and preparations b,3434,Colouring matter n.e.c.; inorganic products of a kind used as luminophores
320643,Pigments and preparations based on hexacyanofer,3434,Colouring matter n.e.c.; inorganic products of a kind used as luminophores
320649,Other colouring matter; preparations as specifi,3434,Colouring matter n.e.c.; inorganic products of a kind used as luminophores
320650,Inorganic products of a kind used as luminophor,3434,Colouring matter n.e.c.; inorganic products of a kind used as luminophores
320710,"Prepared pigments, opacifiers and colours... fo",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
320720,"Vitrifiable enamels and glazes, englobes and si",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
320730,Liquid lustres and similar preparations,3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
320740,Glass frit and other glass in the form of powde,3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
320810,"Paints... based on polyesters, in a non-aqueous",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
320820,"Paints... based on acrylic or vinyl polymers, i",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
320890,"Paints and varnishes, in a non-aqueous medium,",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
320910,"Paints... based on acrylic or vinyl polymers, i",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
320990,"Paints and varnishes, in an aqueous medium, nes",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
321000,Other paints and varnishes (incl. enamels...)..,3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
321100,Prepared driers,3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
321210,Stamping foils,3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
321290,"Pigments in non-aqueous media, nes, for retail",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
321310,Colours in sets,3512,"Artists', students' or signboard painters' colours, modifying tints,"
321390,"Artists', students' or signboard painters' colo",3512,"Artists', students' or signboard painters' colours, modifying tints,"
321410,Mastics and painters fillings,3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
321490,"Glaziers putty, etc, non-refractory surfacing p",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
321511,"Black printing ink, whether or not concentrated",3513,Printing ink
321519,"Printing ink, whether or not concentrated or so",3513,Printing ink
321590,"Other ink, whether or not concentrated or solid",3514,Writing or drawing ink and other inks
330111,Essential oils of bergamot (incl. concretes and,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330112,Essential oils of orange (incl. concretes and a,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330113,Essential oils of lemon (incl. concretes and ab,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330114,Essential oils of lime (incl. concretes and abs,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330119,Essential oils of citrus fruit (incl. concretes,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330121,Essential oils of geranium (incl. concretes and,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330122,Essential oils of jasmin (incl. concretes and a,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330123,Essential oils of lavender or lavandin (incl. c,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330124,Essential oils of peppermint (incl. concretes a,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330125,Essential oils of mints (incl. concretes and ab,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330126,Essential oils of vetiver (incl. concretes and,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330129,"Essential oils (incl. concretes and absolutes),",3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330130,Resinoids,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330190,Concentrates of essential oils in fats... aqueo,3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330210,"Mixtures of odoriferous substances, for the foo",3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330290,"Mixtures of odoriferous substances, as raw mate",3541,"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids;"
330300,Perfumes and toilet waters,35323,Perfume and toilet preparations
330410,Lip make-up preparations,35323,Perfume and toilet preparations
330420,Eye make-up preparations,35323,Perfume and toilet preparations
330430,Manicure or pedicure preparations,35323,Perfume and toilet preparations
330491,"Powders, whether or not compressed, for cosmeti",35323,Perfume and toilet preparations
330499,"Beauty, make-up, skin-care (incl. suntan), nes",35323,Perfume and toilet preparations
330510,Shampoos,35323,Perfume and toilet preparations
330520,Preparations for permanent waving or straighten,35323,Perfume and toilet preparations
330530,Hair lacquers,35323,Perfume and toilet preparations
330590,"Preparations for use on the hair, nes",35323,Perfume and toilet preparations
330610,Dentifrices,35323,Perfume and toilet preparations
330690,Preparations for oral or dental hygiene (incl.,35323,Perfume and toilet preparations
330710,"Pre-shave, shaving or after-shave preparations",35323,Perfume and toilet preparations
330720,Personal deodorants and antiperspirants,35323,Perfume and toilet preparations
330730,Perfumed bath salts and other bath preparations,35323,Perfume and toilet preparations
330741,Agarbatti and other odiferous preparations whic,35331,Preparations for perfuming or deodorizing rooms
330749,"Preparations for deodorizing rooms, nes",35331,Preparations for perfuming or deodorizing rooms
330790,"Other perfumery, cosmetic or toilet preparation",35323,Perfume and toilet preparations
340111,Soap and organic surface-active products in bar,35321,Soap; organic surface-active products and preparations for use as soap;
340119,Soap and organic surface-active products in bar,35321,Soap; organic surface-active products and preparations for use as soap;
340120,"Soap in other forms, nes",35321,Soap; organic surface-active products and preparations for use as soap;
340211,"Anionic surface-active agents, (excl. soap)",3531,"Organic surface active agents, except soap"
340212,"Cationic surface-active agents, (excl. soap)",3531,"Organic surface active agents, except soap"
340213,"Non-ionic surface-active agents, (excl. soap)",3531,"Organic surface active agents, except soap"
340219,"Organic surface-active agents, (excl. soap), ne",3531,"Organic surface active agents, except soap"
340220,"Washing and cleaning preparations, put up for r",35322,Detergents and washing preparations
340290,"Washing and cleaning preparations, not put up f",35322,Detergents and washing preparations
340311,Lubricat.prep.for the treatment of textile mat.,3543,"Lubricating preparations and preparations of a kind for the oil or grease treatment of materials,"
340319,"Other lubricating preparations, with <70% petro",3543,"Lubricating preparations and preparations of a kind for the oil or grease treatment of materials,"
340391,Lubricating prep.for the treatment of textiles,3543,"Lubricating preparations and preparations of a kind for the oil or grease treatment of materials,"
340399,"Other lubricating preparations, nes",3543,"Lubricating preparations and preparations of a kind for the oil or grease treatment of materials,"
340410,Artificial waxes of chemically modified lignite,35332,Artificial waxes and prepared waxes
340420,Artificial waxes of polyethylene glycol,35332,Artificial waxes and prepared waxes
340490,"Artificial waxes and prepared waxes, nes",35332,Artificial waxes and prepared waxes
340510,"Polishes, creams and similar preparations for f",35333,"Polishes and creams, for footwear, furniture, floors, coachwork, glass"
340520,"Polishes, creams and similar preparations for m",35333,"Polishes and creams, for footwear, furniture, floors, coachwork, glass"
340530,Polishes and similar preparations for coachwork,35333,"Polishes and creams, for footwear, furniture, floors, coachwork, glass"
